action0,action1,action2,action3
0,0,0,0
0,0,0,0
22.08136,-7.399909,-16.42584,-14.2018
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-1.510868,-8.412197,-5.260675,-13.12519
0,0,0,0
0,0,0,0
0,0,0,0
13.30341,9.953805,-10.86231,-15.02248
-7.619334,-4.964068,0,0
-5.763022,-3.7043,-17.06035,-3.142398
-1.874582,-0.9998952,-0.9993446,0
-12.31565,-4.514287,-13.76046,-3.97542
-0.9997379,-0.995904,0,0
-9.95904,-4.13256,-4.741704,-4.45466
-9.8976,-0.9744,-0.995904,0
-10.086,-4.00494,-4.925396,-3.683322
0,0,0,0
-4.45661,-3.313306,-2.828922,-12.66714
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-4.823595,-4.552491,-12.51184,-2.852504
0,0,0,0
-11.64438,-9.06227,-3.83431,-1.95
0,0,0,0
-1,-10.07604,-6.147704,-5.45979
0,0,0,0
-3.726207,-3.962784,-1.953293,-7.727879
0,0,0,0
-0.98976,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-0.9983616,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-3.601657,-1.95,-11.79189,-11.77097
0,0,0,0
0,0,0,0
0,0,0,0
-4.33791,-5.097585,-13.5187,-7.905498
0,0,0,0
0,0,0,0
-1.88684,-10.79468,0,0
0,0,0,0
-0.84,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-12.88528,-16.10637,-16.42147,-12.4443
-1.897206,-9.11417,-10.86769,-0.9744
-12.35103,-21.49935,-12.7853,-13.08964
-1.899089,-10.91778,-0.995904,-1.923584
-15.15875,-22.0351,-12.73328,-13.27179
-0.9744,-10.89645,-1.94552,-1
-6.941026,-13.60322,-12.95835,-15.02339
-0.995904,-9.95904,-1.737648,0
-6.712178,-11.83285,-8.684552,-6.827588
0,0,0,0
12.48681,-6.425839,-7.375956,-6.845809
0,0,0,0
-12.82872,-6.165994,-6.414347,-7.195687
0,0,0,0
-7.358615,-6.619881,-6.857584,-15.42952
0,0,0,0
0,0,0,0
-11.72259,0,0,0
-16.24668,-6.7,-14.8134,-7.357115
-9.95904,-1.773475,-0.98976,0
-16.85926,9.882266,-7.216094,-6.167529
-9.8976,-0.995904,0,0
-11.43521,-7.019602,-4.491898,-11.19876
0,0,0,0
0,0,0,0
0,0,0,0
-7.802694,-8.582537,-13.02106,-13.00366
0,0,0,0
0,0,0,0
0,0,0,0
11.56608,-8.867051,-16.07891,-15.5225
0,0,0,0
-11.02193,-10.94697,8.035839,-3.982554
-1.910144,-0.9999933,-0.9983616,-0.9983616
-3.699386,-5.288672,2.094916,-4.131859
-1.810193,-0.936,-0.9744,0
-4.870971,-9.95904,-4.027623,-3.80754
-9.983616,0,-0.9744,0
-4.469151,-11.7578,-4.132222,-3.302377
0,0,0,0
-3.601239,-3.340839,-4.131199,-11.45802
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-3.725557,-6.831952,-11.4561,-14.75196
0,0,0,0
-9.055193,-15.7093,-9.643394,-17.69126
0,0,0,0
-11.56418,-9.743999,-10.87241,-18.78084
0,0,0,0
-2.876569,-5.144732,-7.197473,-15.81688
-1.94287,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-2.852324,-1,-10.89685,-10.8969
0,0,0,0
0,0,0,0
0,0,0,0
-4.400779,-4.969541,-12.16565,-13.09025
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-7.460096,-7.727688,-10.98577,-12.27313
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-13.27181,-13.69538,-20.38559,-15.36454
0,0,0,0
0,0,0,0
0,0,0,0
-5.587888,-6.432326,-11.78667,-7.033165
0,0,0,0
-6.843112,-10.62409,-6.308507,-7.681705
0,0,0,0
-7.195121,-9.8976,-7.018169,-7.355863
0,0,0,0
-11.82312,-11.5824,-7.688581,-6.69282
-9.743999,-9.95904,0,-1.395408
-7.363484,-6,-7.356034,-6.901131
-0.9998952,-10.8856,-0.9993446,3.762366
11.618,-11.00188,-6.558025,-7.382437
-0.9993446,-9.993446,-1.905247,0
-6.348612,-16.43831,-6.917915,-7.145167
0,0,0,0
-12.58177,-12.15476,0.9922715,-8.583157
0,0,0,0
-8.412095,-17.20195,-7.285145,-12.11605
0,0,0,0
0,0,0,0
0,0,0,0
-8.344206,-9.062522,-11.88873,-7.605142
0,0,0,0
0,0,0,0
0,0,0,0
-1.211664,-4.935811,-11.78545,-11.20638
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-4.173418,-4.747957,-12.51289,-12.87655
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-7.333864,-6.855883,-15.1652,-14.79688
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-4.131238,-5.810988,-11.85554,-11.55582
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-1.933802,-17.07018,-0.07466371,0
0,0,0,0
0,0,0,0
0,0,0,0
-3.74417,-2.265794,-12.52171,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-7.349859,-7.122918,-12.61338,-12.4275
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-13.60815,-13.36403,-20.86654,-20.41016
0,0,0,0
0,0,0,0
0,0,0,0
-6.292182,-5.889157,-11.64443,-11.94111
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-8.883833,-8.590591,-12.74494,-17.45146
0,0,0,0
0,0,0,0
0,0,0,0
-5.288641,-4.142961,-12.06646,-12.45965
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-4.759964,-4.286637,-13.62274,-13.54527
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-5.028395,-7.68145,-10.94674,-10.15473
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-7.602223,-8.573792,-16.55692,-16.59046
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-13.69572,-13.01488,-20.54016,-21.12946
0,0,0,0
0,0,0,0
-4.530923,0,0,0
-6.166134,-6.420012,-11.06343,-7.406963
-9.8976,-0.9993446,-0.9997379,0
-11.23249,-6.747636,-6.857559,-7.905412
-9.743999,-0.995904,-0.995904,0
-11.32835,-7.26892,-7.400275,-7.376836
-9.95904,-0.936,-0.9983616,0
-11.63003,-7.628284,-7.904944,-6.712461
0,0,0,0
-11.02755,-8.518444,-7.36995,-7.321313
0,0,0,0
-12.17966,-11.1113,-8.406124,-7.934513
0,0,0,0
-11.99308,-7.539638,-7.623817,-6.998172
0,0,0,0
-11.13445,-6.157636,-7.348448,-6.28612
0,0,0,0
-11.61769,-5.223217,-6.88764,-5.121367
0,0,0,0
-14.34062,-4.325747,-5.899171,-7.220945
0,0,0,0
-8.974986,-5.856888,-17.80723,-14.12711
0,0,0,0
0,0,0,0
0,0,0,0
-3.497029,-4.069648,-12.74571,-12.01914
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-5.047744,-6.314911,-14.6615,-11.85108
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-6.278336,-7.686264,-11.41298,-11.55588
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-16.56334,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-8.127359,-8.914407,-17.28404,-12.773
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-13.36412,-12.64727,-21.18647,-13.03369
0,0,0,0
0,0,0,0
0,0,0,0
-5.778269,-15.46253,-11.5887,-6.557529
-0.9744,0,0,0
-7.399658,-11.29998,-6.321432,-6.051781
-0.9744,0,0,0
-7.905348,-10.56111,-6.598869,-7.096356
0,0,0,0
-7.264413,-11.44327,-6.977718,-7.309838
0,0,0,0
-7.823359,-10.29749,-6.717476,-7.569589
0,0,0,0
-1.000706,-14.58582,-7.381598,-1.987682
0,0,0,0
-7.458453,-11.85558,-7.492965,-6.42427
0,0,0,0
-6.945917,-15.20771,-6.835435,-5.76616
0,0,0,0
-6.295186,-13.67361,-6.086928,-5.67897
0,0,0,0
-5.130485,-4.822295,-5.144132,-5.56377
0,0,0,0
-8.425211,-11.32726,-5.539974,-12.83363
0,0,0,0
0,0,0,0
0,0,0,0
-4.043586,-3.267982,-12.19759,-11.55408
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-5.746019,-6.159366,-12.36692,-12.52696
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-7.094562,-8.840446,-10.86928,-10.82197
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-0.9744,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-8.572453,-8.383727,-11.94984,-12.38757
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-11.99575,-12.937,-20.768,-12.26028
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-4.338441,-5.532359,-11.409,-11.32506
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-4.096648,-3.578552,-10.9102,-4.980478
0,0,0,0
-11.37908,-13.95276,-4.378664,-4.879138
0,0,0,0
-10.68944,-14.42762,-4.664278,-6.159371
0,0,0,0
-6.385727,-6.840698,-5.430941,-15.02449
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-9.673578,-18.5932,-15.9882,-9.940048
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-8.861203,-9.76488,-15.81706,-15.85785
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-12.64727,-12.56526,-21.11339,-15.18803
-7.925013,-18.67596,-19.6363,0
-11.73499,-11.98776,-1,-2.137174
-10.84937,0,0,0
-11.37674,-10.58067,-1.608816,-3.115061
0,0,0,0
-12.06921,-12.0884,-2.233274,-3.505793
0,0,0,0
-11.70936,-12.02621,-2.950271,-2.796775
0,0,0,0
-11.64943,-11.41817,-3.015139,-1.898376
0,0,0,0
-10.93254,-2.424912,-2.306096,-0.9983616
0,0,0,0
-9.95904,-9.8976,-1.912604,-3.673381
0,0,0,0
-12.47934,-12.66241,-2.816973,-4.485488
0,0,0,0
-13.40168,-13.09371,-3.676119,-5.147938
0,0,0,0
-10.93591,-10.78242,-4.456164,-5.5265
0,0,0,0
-4.98388,-14.48074,-5.15316,-6.077964
0,0,0,0
-11.8778,-11.70968,-5.537836,-5.470479
0,0,0,0
-11.75179,-11.70093,-5.818502,-4.780711
0,0,0,0
-4.297208,-12.53566,-5.300396,-12.5473
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-6.159306,-7.389679,-12.59536,-10.90418
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-3.461286,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-9.392873,-9.226224,-11.66144,-18.6645
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-1.930745,-1.949986,-11.59734,-11.75857
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-6.839555,-7.884816,-12.1675,-11.99837
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-9.540502,-10.56006,-18.53408,-17.96507
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-2.81212,-0.9999973,-10.94997,-10.89918
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-7.413866,-7.960568,-10.81044,-10.629
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-10.06348,-18.34246,-19.179,-19.26118
0,0,0,-11.2924
-2.580759,-9.998951,-0.999958,-1.931034
0,0,0,0
-9.95904,-9.8976,-0.9744,-1.947188
0,0,0,0
-9.8976,-9.99958,-0.9993446,-1.92025
0,0,0,0
-9.983616,-9.95904,-0.9744,-1.926548
0,0,0,0
-9.95904,-9.997378,-0.995904,-1.94385
0,0,0,0
-9.36,-9.743999,-0.9993446,-1.947569
0,0,0,0
-8.4,-9.997378,-0.9993446,-1.911648
0,0,0,0
-9.983616,-9.743999,-0.995904,-1.887088
0,0,0,0
-11.6972,-9.743999,-0.936,-2.358505
0,0,0,0
-10.68981,-10.77167,-2.44794,-4.150668
0,0,0,0
-11.3357,-11.39452,-3.324981,-4.921928
0,0,0,0
-13.2803,-13.18202,-4.131285,-5.676345
0,0,0,0
-10.2396,-13.59429,-4.924327,-6.372511
0,0,0,0
-13.39539,-13.87555,-5.677894,-7.007278
0,0,0,0
-11.507,-12.34517,-6.339545,-7.267822
0,0,0,0
-10.9262,-14.48253,-6.925215,-8.013967
0,0,0,0
-14.06938,-17.06108,-7.559638,-8.524365
0,0,0,0
-12.81681,-12.29039,-8.166121,-7.929737
0,0,0,0
-13.34099,-12.98584,-8.527716,-7.30499
0,0,0,0
-7.829597,-13.19828,-7.743026,-14.93694
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
